month,town,distance_to_nearest_mrt,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease,latitude,longitude
2012-03,BEDOK,0.972627210906832,01 TO 05,64.0,Simplified,1985,328000.0,,1.31867038706863,103.945105611031
2012-03,BEDOK,0.5722847996284095,06 TO 10,70.0,Improved,1978,330000.0,,1.33148387479968,103.932465913287
2012-03,BEDOK,0.49499371841311646,06 TO 10,68.0,New Generation,1982,330000.0,,1.33190396095581,103.915137759126
2012-03,BEDOK,0.7707878265779107,06 TO 10,76.0,Model A,1984,330000.0,,1.32370195143182,103.91981743872
2012-03,BEDOK,0.6024468518611282,11 TO 15,68.0,New Generation,1980,333000.0,,1.3335411894605,103.923190774432
2012-03,BEDOK,0.6434226571892169,06 TO 10,60.0,Improved,1985,335000.0,,1.32424554153984,103.941568704132
2012-03,BEDOK,0.3954746772880724,01 TO 05,65.0,Improved,1976,335000.0,,1.32248962296588,103.933405282585
2012-03,BEDOK,0.49979205227279727,06 TO 10,67.0,New Generation,1977,337000.0,,1.33247206352435,103.934860475522
2012-03,BEDOK,0.5370992290995555,11 TO 15,67.0,New Generation,1977,340000.0,,1.3332985212474,103.936601473643
2012-03,BEDOK,0.8110241256859021,01 TO 05,67.0,New Generation,1979,340000.0,,1.33244414877355,103.941297978178
2012-03,BEDOK,0.2804157491918889,06 TO 10,68.0,New Generation,1980,340000.0,,1.33764156135414,103.918906218067
2012-03,BEDOK,0.84594478008295,01 TO 05,67.0,New Generation,1978,345000.0,,1.3281683000397,103.938917890645
2012-03,BEDOK,0.7020969631357695,11 TO 15,71.0,New Generation,1985,345000.0,,1.32877022232019,103.909381354431
2012-03,BEDOK,0.5409434408603226,01 TO 05,68.0,New Generation,1980,348000.0,,1.32735657259634,103.933767796194
2012-03,BEDOK,0.6751374212471611,11 TO 15,67.0,New Generation,1979,350000.0,,1.33055472908632,103.933686723902
2012-03,BEDOK,0.5721447149936997,06 TO 10,67.0,New Generation,1977,350000.0,,1.33390654765002,103.937458398204
2012-03,BEDOK,0.8333450468440579,01 TO 05,73.0,New Generation,1978,350000.0,,1.33100823526591,103.938066838998
2012-03,BEDOK,0.6308322722039952,11 TO 15,65.0,Improved,1976,350000.0,,1.32062504871279,103.934734222428
2012-03,BEDOK,0.5731157815966692,01 TO 05,67.0,New Generation,1979,357800.0,,1.32842001017396,103.927482674529
2012-03,BEDOK,0.6056379875974534,06 TO 10,67.0,New Generation,1979,358000.0,,1.32936960154503,103.929067536324
2012-03,BEDOK,0.20804500215164073,01 TO 05,68.0,New Generation,1979,358000.0,,1.32569973464369,103.931074627428
2012-03,BEDOK,0.7007929896083211,01 TO 05,82.0,New Generation,1980,360000.0,,1.33262715051315,103.928172121608
2012-03,BEDOK,0.6434226571892169,11 TO 15,68.0,Improved,1985,360000.0,,1.32424554153984,103.941568704132
2012-03,BEDOK,0.3982051012431811,06 TO 10,68.0,New Generation,1979,363000.0,,1.32696621417456,103.928135771625
2012-03,BEDOK,0.591827272161878,06 TO 10,67.0,New Generation,1979,366000.0,,1.32929126082802,103.931090689284
2012-03,BEDOK,0.5970402004535093,01 TO 05,93.0,New Generation,1985,381000.0,,1.32980763743003,103.910093553419
2012-03,BEDOK,0.954000797886139,01 TO 05,84.0,Improved,1977,385000.0,,1.32163299655185,103.938441289401
